hb,cancer_site,sex,year,incidences_all_ages,crude_rate,hb_name
S08000016,Carcinoma in situ of the breast,All,2005,24,21.76870748,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2006,4,3.608154429,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2007,5,4.456327986,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2008,29,25.58221595,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2009,8,7.042873492,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2010,7,6.156552331,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2011,22,19.31858096,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2012,3,2.638058389,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2013,5,4.390586582,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2014,19,16.66082076,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2015,14,12.27747084,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2016,15,13.09700515,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2017,18,15.64945227,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2018,9,7.807755704,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2019,7,6.060081378,NHS Borders
S08000016,Carcinoma in situ of the breast,All,2020,7,6.074279764,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,1996,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,1997,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,1998,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,1999,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2000,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2001,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2002,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2003,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2004,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2005,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2006,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2007,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2008,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2009,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2010,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2011,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2012,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2013,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2014,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2015,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2016,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2017,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2018,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2019,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Male,2020,0,0,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,1996,20,36.33060854,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,1997,3,5.447216472,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,1998,3,5.445041382,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,1999,9,16.3982217,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2000,7,12.69357705,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2001,2,3.604707748,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2002,23,41.32454139,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2003,2,3.5653166,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2004,5,8.838450796,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2005,24,42.14667041,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2006,4,6.994841305,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2007,5,8.643789437,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2008,29,49.56587133,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2009,8,13.6334975,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2010,7,11.91306864,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2011,22,37.48828491,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2012,3,5.124963698,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2013,5,8.536939337,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2014,19,32.3563972,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2015,14,23.82694828,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2016,15,25.4176975,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2017,18,30.38949199,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2018,9,15.18193013,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2019,7,11.78709145,NHS Borders
S08000016,Carcinoma in situ of the breast,Female,2020,7,11.82672163,NHS Borders
S08000016,Colorectal cancer,All,1996,109,102.9661817,NHS Borders
S08000016,Colorectal cancer,All,1997,96,90.6002265,NHS Borders
S08000016,Colorectal cancer,All,1998,82,77.32930969,NHS Borders
S08000016,Colorectal cancer,All,1999,87,82.22285228,NHS Borders
S08000016,Colorectal cancer,All,2000,90,84.70588235,NHS Borders
S08000016,Colorectal cancer,All,2001,81,75.73632539,NHS Borders
S08000016,Colorectal cancer,All,2002,82,76.25778852,NHS Borders
S08000016,Colorectal cancer,All,2003,93,85.80127318,NHS Borders
S08000016,Colorectal cancer,All,2004,99,90.45226131,NHS Borders
S08000016,Colorectal cancer,All,2005,94,85.26077098,NHS Borders
S08000016,Colorectal cancer,All,2006,102,92.00793794,NHS Borders
S08000016,Colorectal cancer,All,2007,102,90.90909091,NHS Borders
S08000016,Colorectal cancer,All,2008,95,83.80381087,NHS Borders
S08000016,Colorectal cancer,All,2009,93,81.87340435,NHS Borders
S08000016,Colorectal cancer,All,2010,138,121.3720317,NHS Borders
S08000016,Colorectal cancer,All,2011,103,90.4460836,NHS Borders
S08000016,Colorectal cancer,All,2012,83,72.9862821,NHS Borders
S08000016,Colorectal cancer,All,2013,121,106.2521953,NHS Borders
S08000016,Colorectal cancer,All,2014,101,88.56541564,NHS Borders
S08000016,Colorectal cancer,All,2015,103,90.3271069,NHS Borders
S08000016,Colorectal cancer,All,2016,110,96.04470444,NHS Borders
S08000016,Colorectal cancer,All,2017,109,94.76612763,NHS Borders
S08000016,Colorectal cancer,All,2018,119,103.235881,NHS Borders
S08000016,Colorectal cancer,All,2019,102,88.30404294,NHS Borders
S08000016,Colorectal cancer,All,2020,97,84.17216244,NHS Borders
S08000016,Colorectal cancer,Male,1996,55,108.2464082,NHS Borders
S08000016,Colorectal cancer,Male,1997,45,88.43296781,NHS Borders
S08000016,Colorectal cancer,Male,1998,41,80.48052764,NHS Borders
S08000016,Colorectal cancer,Male,1999,39,76.58170679,NHS Borders
S08000016,Colorectal cancer,Male,2000,43,84.14214152,NHS Borders
S08000016,Colorectal cancer,Male,2001,38,73.83371869,NHS Borders
S08000016,Colorectal cancer,Male,2002,45,86.75033254,NHS Borders
S08000016,Colorectal cancer,Male,2003,43,82.22740659,NHS Borders
S08000016,Colorectal cancer,Male,2004,52,98.3377144,NHS Borders
S08000016,Colorectal cancer,Male,2005,62,116.3096087,NHS Borders
S08000016,Colorectal cancer,Male,2006,43,80.11178388,NHS Borders
S08000016,Colorectal cancer,Male,2007,49,90.14810045,NHS Borders
S08000016,Colorectal cancer,Male,2008,55,100.269817,NHS Borders
S08000016,Colorectal cancer,Male,2009,51,92.87756552,NHS Borders
S08000016,Colorectal cancer,Male,2010,72,131.0496715,NHS Borders
S08000016,Colorectal cancer,Male,2011,50,90.58791557,NHS Borders
S08000016,Colorectal cancer,Male,2012,47,85.17115778,NHS Borders
S08000016,Colorectal cancer,Male,2013,63,113.9013939,NHS Borders
S08000016,Colorectal cancer,Male,2014,55,99.4233446,NHS Borders
S08000016,Colorectal cancer,Male,2015,55,99.50608796,NHS Borders
S08000016,Colorectal cancer,Male,2016,52,93.66669068,NHS Borders
S08000016,Colorectal cancer,Male,2017,58,103.9631469,NHS Borders
S08000016,Colorectal cancer,Male,2018,67,119.666363,NHS Borders
S08000016,Colorectal cancer,Male,2019,49,87.3082337,NHS Borders
S08000016,Colorectal cancer,Male,2020,50,89.20288304,NHS Borders
S08000016,Colorectal cancer,Female,1996,54,98.09264305,NHS Borders
S08000016,Colorectal cancer,Female,1997,51,92.60268003,NHS Borders
S08000016,Colorectal cancer,Female,1998,41,74.41556556,NHS Borders
S08000016,Colorectal cancer,Female,1999,48,87.45718242,NHS Borders
S08000016,Colorectal cancer,Female,2000,47,85.22830305,NHS Borders
S08000016,Colorectal cancer,Female,2001,43,77.50121659,NHS Borders
S08000016,Colorectal cancer,Female,2002,37,66.47861006,NHS Borders
S08000016,Colorectal cancer,Female,2003,50,89.132915,NHS Borders
S08000016,Colorectal cancer,Female,2004,47,83.08143749,NHS Borders
S08000016,Colorectal cancer,Female,2005,32,56.19556055,NHS Borders
S08000016,Colorectal cancer,Female,2006,59,103.1739092,NHS Borders
S08000016,Colorectal cancer,Female,2007,53,91.62416804,NHS Borders
S08000016,Colorectal cancer,Female,2008,40,68.36671908,NHS Borders
S08000016,Colorectal cancer,Female,2009,42,71.57586189,NHS Borders
S08000016,Colorectal cancer,Female,2010,66,112.3232186,NHS Borders
S08000016,Colorectal cancer,Female,2011,53,90.31268638,NHS Borders
S08000016,Colorectal cancer,Female,2012,36,61.49956438,NHS Borders
S08000016,Colorectal cancer,Female,2013,58,99.0284963,NHS Borders
S08000016,Colorectal cancer,Female,2014,46,78.33654059,NHS Borders
S08000016,Colorectal cancer,Female,2015,48,81.6923941,NHS Borders
S08000016,Colorectal cancer,Female,2016,58,98.28176365,NHS Borders
S08000016,Colorectal cancer,Female,2017,51,86.10356064,NHS Borders
S08000016,Colorectal cancer,Female,2018,52,87.71781853,NHS Borders
S08000016,Colorectal cancer,Female,2019,53,89.24512099,NHS Borders
S08000016,Colorectal cancer,Female,2020,47,79.40798811,NHS Borders
S08000016,Colon,All,1996,73,68.95900246,NHS Borders
S08000016,Colon,All,1997,63,59.45639864,NHS Borders
S08000016,Colon,All,1998,50,47.15201811,NHS Borders
S08000016,Colon,All,1999,59,55.76032511,NHS Borders
S08000016,Colon,All,2000,59,55.52941176,NHS Borders
S08000016,Colon,All,2001,53,49.55586723,NHS Borders
S08000016,Colon,All,2002,52,48.3585976,NHS Borders
S08000016,Colon,All,2003,63,58.12344312,NHS Borders
S08000016,Colon,All,2004,59,53.9058931,NHS Borders
S08000016,Colon,All,2005,55,49.88662132,NHS Borders
S08000016,Colon,All,2006,59,53.22027783,NHS Borders
S08000016,Colon,All,2007,67,59.71479501,NHS Borders
S08000016,Colon,All,2008,55,48.51799577,NHS Borders
S08000016,Colon,All,2009,63,55.46262875,NHS Borders
S08000016,Colon,All,2010,92,80.91468777,NHS Borders
S08000016,Colon,All,2011,67,58.8338602,NHS Borders
S08000016,Colon,All,2012,63,55.39922617,NHS Borders
S08000016,Colon,All,2013,86,75.51808922,NHS Borders
S08000016,Colon,All,2014,69,60.50508593,NHS Borders
S08000016,Colon,All,2015,73,64.01824081,NHS Borders
S08000016,Colon,All,2016,77,67.23129311,NHS Borders
S08000016,Colon,All,2017,74,64.33663711,NHS Borders
S08000016,Colon,All,2018,84,72.87238657,NHS Borders
S08000016,Colon,All,2019,72,62.3322656,NHS Borders
S08000016,Colon,All,2020,63,54.66851788,NHS Borders
S08000016,Colon,Male,1996,36,70.85219445,NHS Borders
S08000016,Colon,Male,1997,28,55.02495775,NHS Borders
S08000016,Colon,Male,1998,20,39.25879397,NHS Borders
S08000016,Colon,Male,1999,25,49.09083769,NHS Borders
S08000016,Colon,Male,2000,26,50.87664371,NHS Borders
S08000016,Colon,Male,2001,23,44.68882974,NHS Borders
S08000016,Colon,Male,2002,24,46.26684402,NHS Borders
S08000016,Colon,Male,2003,29,55.45569281,NHS Borders
S08000016,Colon,Male,2004,27,51.05996709,NHS Borders
S08000016,Colon,Male,2005,35,65.65865006,NHS Borders
S08000016,Colon,Male,2006,24,44.7135538,NHS Borders
S08000016,Colon,Male,2007,31,57.03247171,NHS Borders
S08000016,Colon,Male,2008,33,60.16189018,NHS Borders
S08000016,Colon,Male,2009,32,58.27611954,NHS Borders
S08000016,Colon,Male,2010,48,87.36644764,NHS Borders
S08000016,Colon,Male,2011,30,54.35274934,NHS Borders
S08000016,Colon,Male,2012,32,57.98887338,NHS Borders
S08000016,Colon,Male,2013,41,74.12630399,NHS Borders
S08000016,Colon,Male,2014,33,59.65400676,NHS Borders
S08000016,Colon,Male,2015,37,66.94045918,NHS Borders
S08000016,Colon,Male,2016,28,50.43591037,NHS Borders
S08000016,Colon,Male,2017,35,62.73638172,NHS Borders
S08000016,Colon,Male,2018,44,78.58686528,NHS Borders
S08000016,Colon,Male,2019,33,58.7994227,NHS Borders
S08000016,Colon,Male,2020,31,55.30578748,NHS Borders
S08000016,Colon,Female,1996,37,67.21162579,NHS Borders
S08000016,Colon,Female,1997,35,63.55085884,NHS Borders
S08000016,Colon,Female,1998,30,54.45041382,NHS Borders
S08000016,Colon,Female,1999,34,61.94883755,NHS Borders
S08000016,Colon,Female,2000,33,59.84114895,NHS Borders
S08000016,Colon,Female,2001,30,54.07061622,NHS Borders
S08000016,Colon,Female,2002,28,50.30813734,NHS Borders
S08000016,Colon,Female,2003,34,60.6103822,NHS Borders
S08000016,Colon,Female,2004,32,56.5660851,NHS Borders
S08000016,Colon,Female,2005,20,35.12222534,NHS Borders
S08000016,Colon,Female,2006,35,61.20486141,NHS Borders
S08000016,Colon,Female,2007,36,62.23528395,NHS Borders
S08000016,Colon,Female,2008,22,37.60169549,NHS Borders
S08000016,Colon,Female,2009,31,52.82980283,NHS Borders
S08000016,Colon,Female,2010,44,74.88214571,NHS Borders
S08000016,Colon,Female,2011,37,63.04847917,NHS Borders
S08000016,Colon,Female,2012,31,52.95795821,NHS Borders
S08000016,Colon,Female,2013,45,76.83245403,NHS Borders
S08000016,Colon,Female,2014,36,61.30685785,NHS Borders
S08000016,Colon,Female,2015,36,61.26929557,NHS Borders
S08000016,Colon,Female,2016,49,83.03114515,NHS Borders
S08000016,Colon,Female,2017,39,65.84389931,NHS Borders
S08000016,Colon,Female,2018,40,67.47524502,NHS Borders
S08000016,Colon,Female,2019,39,65.67093808,NHS Borders
S08000016,Colon,Female,2020,32,54.06501318,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,1996,36,34.00717929,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,1997,33,31.14382786,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,1998,32,30.17729159,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,1999,28,26.46252717,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2000,31,29.17647059,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2001,28,26.18045816,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2002,30,27.89919092,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2003,30,27.67783006,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2004,40,36.5463682,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2005,39,35.37414966,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2006,43,38.78766011,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2007,35,31.1942959,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2008,40,35.2858151,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2009,30,26.4107756,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2010,46,40.45734389,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2011,36,31.61222339,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2012,20,17.58705593,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2013,35,30.73410608,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2014,32,28.06032971,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2015,30,26.30886609,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2016,33,28.81341133,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2017,35,30.42949052,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2018,35,30.3634944,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2019,30,25.97177734,NHS Borders
S08000016,Rectum and rectosigmoid junction,All,2020,34,29.50364457,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,1996,19,37.39421374,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,1997,17,33.40801006,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,1998,21,41.22173367,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,1999,14,27.4908691,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2000,17,33.26549781,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2001,15,29.14488896,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2002,21,40.48348852,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2003,14,26.77171377,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2004,25,47.27774731,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2005,27,50.65095862,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2006,19,35.39823009,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2007,18,33.11562874,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2008,22,40.10792678,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2009,19,34.60144598,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2010,24,43.68322382,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2011,20,36.23516623,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2012,15,27.1822844,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2013,22,39.77508995,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2014,22,39.76933784,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2015,18,32.56562879,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2016,24,43.23078032,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2017,23,41.22676513,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2018,23,41.07949776,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2019,16,28.508811,NHS Borders
S08000016,Rectum and rectosigmoid junction,Male,2020,19,33.89709555,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,1996,17,30.88101726,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,1997,16,29.05182119,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,1998,11,19.96515174,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,1999,14,25.50834487,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2000,14,25.3871541,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2001,13,23.43060036,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2002,9,16.17047272,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2003,16,28.5225328,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2004,15,26.51535239,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2005,12,21.07333521,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2006,24,41.96904783,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2007,17,29.38888409,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2008,18,30.76502359,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2009,11,18.74605907,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2010,22,37.44107286,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2011,16,27.26420721,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2012,5,8.541606164,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2013,13,22.19604227,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2014,10,17.02968274,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2015,12,20.42309852,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2016,9,15.2506185,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2017,12,20.25966133,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2018,12,20.24257351,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2019,14,23.5741829,NHS Borders
S08000016,Rectum and rectosigmoid junction,Female,2020,15,25.34297493,NHS Borders
S08000016,Cervix uteri,Female,1996,10,18.16530427,NHS Borders
S08000016,Cervix uteri,Female,1997,3,5.447216472,NHS Borders
S08000016,Cervix uteri,Female,1998,7,12.70509656,NHS Borders
S08000016,Cervix uteri,Female,1999,5,9.110123169,NHS Borders
S08000016,Cervix uteri,Female,2000,9,16.32031335,NHS Borders
S08000016,Cervix uteri,Female,2001,5,9.011769371,NHS Borders
S08000016,Cervix uteri,Female,2002,5,8.983595954,NHS Borders
S08000016,Cervix uteri,Female,2003,3,5.3479749,NHS Borders
S08000016,Cervix uteri,Female,2004,2,3.535380319,NHS Borders
S08000016,Cervix uteri,Female,2005,9,15.8050014,NHS Borders
S08000016,Cervix uteri,Female,2006,6,10.49226196,NHS Borders
S08000016,Cervix uteri,Female,2007,4,6.91503155,NHS Borders
S08000016,Cervix uteri,Female,2008,8,13.67334382,NHS Borders
S08000016,Cervix uteri,Female,2009,2,3.408374376,NHS Borders
S08000016,Cervix uteri,Female,2010,7,11.91306864,NHS Borders
S08000016,Cervix uteri,Female,2011,7,11.92809065,NHS Borders
S08000016,Cervix uteri,Female,2012,8,13.66656986,NHS Borders
S08000016,Cervix uteri,Female,2013,7,11.95171507,NHS Borders
S08000016,Cervix uteri,Female,2014,3,5.108904821,NHS Borders
S08000016,Cervix uteri,Female,2015,5,8.509624385,NHS Borders
S08000016,Cervix uteri,Female,2016,7,11.86159216,NHS Borders
S08000016,Cervix uteri,Female,2017,8,13.50644088,NHS Borders
S08000016,Cervix uteri,Female,2018,8,13.495049,NHS Borders
S08000016,Cervix uteri,Female,2019,10,16.83870207,NHS Borders
S08000016,Cervix uteri,Female,2020,5,8.447658309,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,1996,78,141.6893733,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,1997,74,134.364673,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,1998,70,127.0509656,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,1999,60,109.321478,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2000,40,72.534726,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2001,34,61.28003172,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2002,50,89.83595954,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2003,60,106.959498,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2004,74,130.8090718,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2005,53,93.07389716,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2006,51,89.18422663,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2007,51,88.16665226,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2008,54,92.29507076,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2009,49,83.50517221,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2010,59,100.4101499,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2011,54,92.01669933,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2012,58,99.0826315,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2013,48,81.95461763,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2014,54,91.96028678,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2015,58,98.71164287,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2016,47,79.64211882,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2017,39,65.84389931,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2018,37,62.41460164,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2019,27,45.4644956,NHS Borders
S08000016,Carcinoma in situ of the cervix uteri,Female,2020,25,42.23829155,NHS Borders
S08000016,Corpus uteri,Female,1996,12,21.79836512,NHS Borders
S08000016,Corpus uteri,Female,1997,14,25.42034354,NHS Borders
S08000016,Corpus uteri,Female,1998,11,19.96515174,NHS Borders
S08000016,Corpus uteri,Female,1999,11,20.04227097,NHS Borders
S08000016,Corpus uteri,Female,2000,12,21.7604178,NHS Borders
S08000016,Corpus uteri,Female,2001,14,25.23295424,NHS Borders
S08000016,Corpus uteri,Female,2002,13,23.35734948,NHS Borders
S08000016,Corpus uteri,Female,2003,13,23.1745579,NHS Borders
S08000016,Corpus uteri,Female,2004,19,33.58611303,NHS Borders
S08000016,Corpus uteri,Female,2005,18,31.61000281,NHS Borders
S08000016,Corpus uteri,Female,2006,3,5.246130978,NHS Borders
S08000016,Corpus uteri,Female,2007,18,31.11764197,NHS Borders
S08000016,Corpus uteri,Female,2008,14,23.92835168,NHS Borders
S08000016,Corpus uteri,Female,2009,18,30.67536938,NHS Borders
S08000016,Corpus uteri,Female,2010,15,25.52800422,NHS Borders
S08000016,Corpus uteri,Female,2011,15,25.56019426,NHS Borders
S08000016,Corpus uteri,Female,2012,16,27.33313972,NHS Borders
S08000016,Corpus uteri,Female,2013,21,35.85514521,NHS Borders
S08000016,Corpus uteri,Female,2014,26,44.27717512,NHS Borders
S08000016,Corpus uteri,Female,2015,20,34.03849754,NHS Borders
S08000016,Corpus uteri,Female,2016,13,22.02867116,NHS Borders
S08000016,Corpus uteri,Female,2017,17,28.70118688,NHS Borders
S08000016,Corpus uteri,Female,2018,16,26.99009801,NHS Borders
S08000016,Corpus uteri,Female,2019,16,26.94192332,NHS Borders
S08000016,Corpus uteri,Female,2020,14,23.65344327,NHS Borders
S08000016,Ovary,Female,1996,18,32.69754768,NHS Borders
S08000016,Ovary,Female,1997,25,45.3934706,NHS Borders
S08000016,Ovary,Female,1998,13,23.59517932,NHS Borders
S08000016,Ovary,Female,1999,15,27.33036951,NHS Borders
S08000016,Ovary,Female,2000,18,32.6406267,NHS Borders
S08000016,Ovary,Female,2001,23,41.45413911,NHS Borders
S08000016,Ovary,Female,2002,23,41.32454139,NHS Borders
S08000016,Ovary,Female,2003,14,24.9572162,NHS Borders
S08000016,Ovary,Female,2004,16,28.28304255,NHS Borders
S08000016,Ovary,Female,2005,10,17.56111267,NHS Borders
S08000016,Ovary,Female,2006,17,29.72807554,NHS Borders
S08000016,Ovary,Female,2007,13,22.47385254,NHS Borders
S08000016,Ovary,Female,2008,13,22.2191837,NHS Borders
S08000016,Ovary,Female,2009,18,30.67536938,NHS Borders
S08000016,Ovary,Female,2010,11,18.72053643,NHS Borders
S08000016,Ovary,Female,2011,7,11.92809065,NHS Borders
S08000016,Ovary,Female,2012,21,35.87474589,NHS Borders
S08000016,Ovary,Female,2013,18,30.73298161,NHS Borders
S08000016,Ovary,Female,2014,9,15.32671446,NHS Borders
S08000016,Ovary,Female,2015,11,18.72117365,NHS Borders
S08000016,Ovary,Female,2016,14,23.72318433,NHS Borders
S08000016,Ovary,Female,2017,16,27.01288177,NHS Borders
S08000016,Ovary,Female,2018,17,28.67697913,NHS Borders
S08000016,Ovary,Female,2019,12,20.20644249,NHS Borders
S08000016,Ovary,Female,2020,15,25.34297493,NHS Borders
